STT,Phân loại,Loại Hàng,Độ mạ,Độ dày,Độ Mác thép,Mã màu,Khối lượng,Met A,Met B,Met C,Tỷ trọng thực tế,Tên màu,Khổ (mm),Ngày bán,Thành Tiền,Khu Vực (Quận/Huyện),Tỉnh / Thành Phố_x,Năm,Tháng,Ngày,Thứ,Cuối tuần,Tuần trong tháng,Quý,Mùa,Doanh thu trên mỗi kg sản phẩm,Doanh thu trên mỗi mm khổ,Mức_độ_dày,Phân loại độ dày vật lý,Dòng sản phẩm,Nhóm độ dày SKU,Cấp chất lượng vật liệu,Mã màu chuẩn hóa,Khổ sản phẩm (mm),Mã_sản_phẩm,Doanh thu trung bình mỗi lần bán,Số ngày giữa 2 đơn liên tiếp,Tổng số giao dịch của sản phẩm,Tổng doanh thu sản phẩm,Doanh thu trung bình mỗi lần bán,Số ngày giữa 2 đơn liên tiếp,Tổng doanh thu sản phẩm,Mã khách hàng,Loại khách,Tỉnh / Thành Phố_y,Tên_khách_hàng,Phân khúc sản phẩm,Mức rủi ro giao dịch,Độ phức tạp bảo hành,Mức độ khiếu nại,Cờ giao hàng trễ,Cờ khiếu nại lặp lại,Cờ giao dịch bất thường,% đóng góp doanh thu,Tỷ lệ chi phí ước tính,Biên lợi nhuận ước tính,Điểm hài lòng KH (proxy)
983,1,GL,AZ080,0.5,G550,,3060,726,0,2,4.203296703,,1200,1/31/2026,58918464,,Tỉnh Khánh Hòa,2026,1,31,Saturday,TRUE,5,2026Q1,Mùa khô,19254.4,49098.72,Trung bình,Cao,TONKEM,TRUNGBINH,CAO,NAN,1200,TONKEM_TRUNGBINH_CAO_NAN_1200,1481680343,0,199,15628940014,78537387.01,33.16666667,4119564554,CUST_0001,Retail,Gia Lai,Đại lý VLXD Phú Cường - Gia Lai,Economy,Low,Low,Low,0,0,0,0.06941105385,0.8487299164,0.1512700836,85
984,1,GL,AZ080,0.5,G550,,2190,518,0,2,4.211538462,,1200,1/31/2026,42159909,,Tỉnh Khánh Hòa,2026,1,31,Saturday,TRUE,5,2026Q1,Mùa khô,19251.1,35133.2575,Trung bình,Cao,TONKEM,TRUNGBINH,CAO,NAN,1200,TONKEM_TRUNGBINH_CAO_NAN_1200,1481680343,0,199,15628940014,78537387.01,33.16666667,4119564554,CUST_0003,Wholesale,Long An,Công ty TNHH VLXD Thịnh Vượng - Long An,Standard,Medium,Medium,Low,0,0,0,0.04966802451,0.6312473085,0.3687526915,85
991,1,GL,AZ080,0.4,G550,,3920,1246,0,2,3.141025641,,1200,1/31/2026,76512128,TX. Phú Mỹ,Bà Rịa - Vũng Tàu,2026,1,31,Saturday,TRUE,5,2026Q1,Mùa khô,19518.4,63760.10667,Trung bình,Cao,TONKEM,TRUNGBINH,CAO,NAN,1200,TONKEM_TRUNGBINH_CAO_NAN_1200,1481680343,0,199,15628940014,78537387.01,33.16666667,4092565301,CUST_0077,Wholesale,Đồng Nai,Công ty TNHH VLXD Hưng Thịnh - Đồng Nai,Standard,Low,Medium,Low,0,0,0,0.09013791393,0.6312473085,0.3687526915,85
1013,1,GL,AZ080,0.45,G550,,4180,1134,0,2,3.679577465,,1200,1/31/2026,84115812,TX. Bến Cát,Bình Dương,2026,1,31,Saturday,TRUE,5,2026Q1,Mùa khô,20123.4,70096.51,Trung bình,Cao,TONKEM,TRUNGBINH,CAO,NAN,1200,TONKEM_TRUNGBINH_CAO_NAN_1200,1481680343,0,199,15628940014,78537387.01,33.16666667,10689658678,CUST_0092,Wholesale,Long An,Công ty TNHH VLXD An Phát - Long An,Standard,Medium,Medium,Low,1,0,0,0.09909571228,0.6312473085,0.3687526915,75
1014,1,GL,AZ080,0.45,G550,,4270,1158,0,2,3.681034483,,1200,1/31/2026,85926918,TX. Bến Cát,Bình Dương,2026,1,31,Saturday,TRUE,5,2026Q1,Mùa khô,20123.4,71605.765,Trung bình,Cao,TONKEM,TRUNGBINH,CAO,NAN,1200,TONKEM_TRUNGBINH_CAO_NAN_1200,1481680343,0,199,15628940014,78537387.01,33.16666667,10689658678,CUST_0062,Retail,Bình Thuận,Đại lý VLXD Đại Phát - Bình Thuận,Standard,High,Medium,Medium,1,0,0,0.101229352,0.6312473085,0.3687526915,75
713,1,PPGL,AZ030,0.35,G550,PBLU02,3990,1526,0,2,2.611256545,XDT,1200,12/20/2025,93108246,Quận Bình Tân,TP. Hồ Chí Minh,2025,12,20,Saturday,TRUE,3,2025Q4,Mùa khô,23335.4,77590.205,Trung bình,Cao,TONMAU,MONG,CAO,PBLU02,1200,TONMAU_MONG_CAO_PBLU02_1200,93108246,,1,93108246,93108246,1,42799130622,CUST_0063,Wholesale,Bà Rịa - Vũng Tàu,Công ty TNHH VLXD Thịnh Vượng - Bà Rịa - Vũng Tàu,Standard,Low,Medium,Low,0,0,0,0.1096895784,0.6312473085,0.3687526915,85
182,1,PPGL,AZ050,0.35,G550,PBLU09,2590,958,0,2,2.697916667,XDT,1200,9/16/2025,63207914,TP. Thủ Đức,TP. Hồ Chí Minh,2025,9,16,Tuesday,FALSE,3,2025Q3,Mùa mưa,24404.6,52673.26167,Trung bình,Cao,TONMAU,MONG,CAO,PBLU09,1200,TONMAU_MONG_CAO_PBLU09_1200,63207914,,10,944115007,94411500.7,2.5,42799130622,CUST_0113,Partner,Đồng Nai,Xưởng VLXD Hoàng Gia - Đồng Nai,Standard,Low,Medium,Low,0,0,0,0.07446439748,0.6312473085,0.3687526915,85
330,2,PPGL,AZ050,0.35,G550,PBLU09,1660,610,0,2,2.712418301,XDT,1200,10/15/2025,38346000,TX. Phú Mỹ,Bà Rịa - Vũng Tàu,2025,10,15,Wednesday,FALSE,3,2025Q4,Mùa mưa,23100,31955,Trung bình,Cao,TONMAU,MONG,CAO,PBLU09,1200,TONMAU_MONG_CAO_PBLU09_1200,694322035,29,10,944115007,94411500.7,2.5,4092565301,CUST_0025,Retail,Bình Thuận,Đại lý VLXD Thịnh Vượng - Bình Thuận,Economy,Medium,Low,Low,0,0,0,0.04517490936,0.8487299164,0.1512700836,85
319,1,PPGL,AZ050,0.35,G550,PBLU09,5110,1894,0,2,2.695147679,XDT,1200,10/17/2025,121947595,TP. Dĩ An,Bình Dương,2025,10,17,Friday,FALSE,3,2025Q4,Mùa mưa,23864.5,101622.9958,Trung bình,Cao,TONMAU,MONG,CAO,PBLU09,1200,TONMAU_MONG_CAO_PBLU09_1200,694322035,2,10,944115007,94411500.7,2.5,10689658678,CUST_0056,Partner,Tỉnh Khánh Hòa,Xưởng VLXD Bình Minh - Tỉnh Khánh Hòa,Standard,Low,Medium,Low,1,0,0,0.1436648295,0.6312473085,0.3687526915,75
320,1,PPGL,AZ050,0.35,G550,PBLU09,5080,1880,0,4,2.696390658,XDT,1200,10/17/2025,121209308,TP. Dĩ An,Bình Dương,2025,10,17,Friday,FALSE,3,2025Q4,Mùa mưa,23860.1,101007.7567,Trung bình,Cao,TONMAU,MONG,CAO,PBLU09,1200,TONMAU_MONG_CAO_PBLU09_1200,694322035,0,10,944115007,94411500.7,2.5,10689658678,CUST_0033,Retail,TP. Hồ Chí Minh,Đại lý VLXD Hưng Thịnh - TP. Hồ Chí Minh,Standard,High,Medium,High,1,0,1,0.1427950634,0.6312473085,0.3687526915,60
321,1,PPGL,AZ050,0.35,G550,PBLU09,4870,1800,0,4,2.699556541,XDT,1200,10/17/2025,116193330,TP. Dĩ An,Bình Dương,2025,10,17,Friday,FALSE,3,2025Q4,Mùa mưa,23859,96827.775,Trung bình,Cao,TONMAU,MONG,CAO,PBLU09,1200,TONMAU_MONG_CAO_PBLU09_1200,694322035,0,10,944115007,94411500.7,2.5,10689658678,CUST_0038,Retail,Bình Thuận,Đại lý VLXD Hoàng Gia - Bình Thuận,Standard,Medium,Medium,Low,0,0,0,0.1368858069,0.6312473085,0.3687526915,85
322,1,PPGL,AZ050,0.35,G550,PBLU09,4850,1806,0,2,2.682522124,XDT,1200,10/17/2025,115742825,TP. Dĩ An,Bình Dương,2025,10,17,Friday,FALSE,3,2025Q4,Mùa mưa,23864.5,96452.35417,Trung bình,Cao,TONMAU,MONG,CAO,PBLU09,1200,TONMAU_MONG_CAO_PBLU09_1200,694322035,0,10,944115007,94411500.7,2.5,10689658678,CUST_0117,Wholesale,Bình Thuận,Công ty TNHH VLXD Minh Phát - Bình Thuận,Standard,Low,Medium,Low,0,0,0,0.136355073,0.6312473085,0.3687526915,85
323,1,PPGL,AZ050,0.35,G550,PBLU09,3010,1110,0,2,2.706834532,XDT,1200,10/17/2025,71822212,TP. Dĩ An,Bình Dương,2025,10,17,Friday,FALSE,3,2025Q4,Mùa mưa,23861.2,59851.84333,Trung bình,Cao,TONMAU,MONG,CAO,PBLU09,1200,TONMAU_MONG_CAO_PBLU09_1200,694322035,0,10,944115007,94411500.7,2.5,10689658678,CUST_0006,Retail,Bình Dương,Đại lý VLXD Thịnh Vượng - Bình Dương,Economy,Medium,Low,Low,0,0,0,0.08461278666,0.8487299164,0.1512700836,85
324,1,PPGL,AZ050,0.35,G550,PBLU09,4570,1694,0,2,2.694575472,XDT,1200,10/17/2025,109060765,TP. Dĩ An,Bình Dương,2025,10,17,Friday,FALSE,3,2025Q4,Mùa mưa,23864.5,90883.97083,Trung bình,Cao,TONMAU,MONG,CAO,PBLU09,1200,TONMAU_MONG_CAO_PBLU09_1200,694322035,0,10,944115007,94411500.7,2.5,10689658678,CUST_0058,Retail,Bình Thuận,Đại lý VLXD Hưng Thịnh - Bình Thuận,Economy,Low,Low,Low,0,0,0,0.1284830275,0.8487299164,0.1512700836,85
623,1,PPGL,AZ050,0.35,G550,PBLU09,3920,1448,0,4,2.699724518,XDT,1200,11/25/2025,93518656,TP. Dĩ An,Bình Dương,2025,11,25,Tuesday,FALSE,4,2025Q4,Mùa khô,23856.8,77932.21333,Trung bình,Cao,TONMAU,MONG,CAO,PBLU09,1200,TONMAU_MONG_CAO_PBLU09_1200,93518656,39,10,944115007,94411500.7,2.5,10689658678,CUST_0044,Partner,Bình Định,Xưởng VLXD Đại Phát - Bình Định,Premium,High,High,Medium,0,0,1,0.1101730769,0.5533159006,0.4466840994,90
753,1,PPGL,AZ050,0.35,G550,PBLU09,4030,1514,0,2,2.658311346,XDT,1200,12/29/2025,93066402,Quận Bình Tân,TP. Hồ Chí Minh,2025,12,29,Monday,FALSE,5,2025Q4,Mùa khô,23093.4,77555.335,Trung bình,Cao,TONMAU,MONG,CAO,PBLU09,1200,TONMAU_MONG_CAO_PBLU09_1200,93066402,34,10,944115007,94411500.7,2.5,42799130622,CUST_0045,Retail,Tỉnh Khánh Hòa,Đại lý VLXD An Phát - Tỉnh Khánh Hòa,Economy,Low,Low,Low,0,0,0,0.1096402826,0.8487299164,0.1512700836,85
66,1,PPGL,AZ050,0.35,G550,PGRA01,3690,1292,0,4,2.847222222,XLC,1200,8/18/2025,85157820,Quận Bình Tân,TP. Hồ Chí Minh,2025,8,18,Monday,FALSE,3,2025Q3,Mùa mưa,23078,70964.85,Trung bình,Cao,TONMAU,MONG,CAO,PGRA01,1200,TONMAU_MONG_CAO_PGRA01_1200,85157820,,14,1025031535,73216538.21,2.333333333,42799130622,CUST_0032,Retail,Tỉnh Khánh Hòa,Đại lý VLXD Hoàng Gia - Tỉnh Khánh Hòa,Economy,Low,Low,Medium,0,0,0,0.100323288,0.8487299164,0.1512700836,85
199,1,PPGL,AZ050,0.35,G550,PGRA01,3490,1220,0,8,2.842019544,XLC,1200,9/22/2025,78008480,Quận Bình Tân,TP. Hồ Chí Minh,2025,9,22,Monday,FALSE,4,2025Q3,Mùa mưa,22352,65007.06667,Trung bình,Cao,TONMAU,MONG,CAO,PGRA01,1200,TONMAU_MONG_CAO_PGRA01_1200,178928915,35,14,1025031535,73216538.21,2.333333333,42799130622,CUST_0045,Retail,Tỉnh Khánh Hòa,Đại lý VLXD An Phát - Tỉnh Khánh Hòa,Economy,Low,Low,Low,0,0,0,0.09190074619,0.8487299164,0.1512700836,85
207,1,PPGL,AZ050,0.35,G550,PGRA01,4350,1634,0,2,2.658924205,XLC,1200,9/26/2025,100920435,TX. Bến Cát,Bình Dương,2025,9,26,Friday,FALSE,4,2025Q3,Mùa mưa,23200.1,84100.3625,Trung bình,Cao,TONMAU,MONG,CAO,PGRA01,1200,TONMAU_MONG_CAO_PGRA01_1200,178928915,4,14,1025031535,73216538.21,2.333333333,10689658678,CUST_0061,Retail,Bình Định,Đại lý VLXD Nam Việt - Bình Định,Economy,Low,Low,Low,0,0,0,0.1188930137,0.8487299164,0.1512700836,85
281,1,PPGL,AZ050,0.35,G550,PGRA01,4330,1626,0,2,2.65970516,XLC,1200,10/3/2025,106191085,Quận Bình Tân,TP. Hồ Chí Minh,2025,10,3,Friday,FALSE,1,2025Q4,Mùa mưa,24524.5,88492.57083,Trung bình,Cao,TONMAU,MONG,CAO,PGRA01,1200,TONMAU_MONG_CAO_PGRA01_1200,106191085,7,14,1025031535,73216538.21,2.333333333,42799130622,CUST_0047,Retail,Bình Dương,Đại lý VLXD An Phát - Bình Dương,Economy,Medium,Low,Low,1,0,0,0.1251022959,0.8487299164,0.1512700836,75
499,2,PPGL,AZ050,0.35,G550,PGRA01,1150,434,0,2,2.637614679,XLC,1200,10/30/2025,25553000,Quận Bình Tân,TP. Hồ Chí Minh,2025,10,30,Thursday,FALSE,5,2025Q4,Mùa mưa,22220,21294.16667,Trung bình,Cao,TONMAU,MONG,CAO,PGRA01,1200,TONMAU_MONG_CAO_PGRA01_1200,25553000,27,14,1025031535,73216538.21,2.333333333,42799130622,CUST_0021,Wholesale,Gia Lai,Công ty TNHH VLXD An Phát - Gia Lai,Standard,Low,Medium,Low,0,0,0,0.03010364729,0.6312473085,0.3687526915,85
591,1,PPGL,AZ050,0.35,G550,PGRA01,2700,1030,0,2,2.61627907,XLC,1200,11/12/2025,62643240,Quận Bình Tân,TP. Hồ Chí Minh,2025,11,12,Wednesday,FALSE,2,2025Q4,Mùa khô,23201.2,52202.7,Trung bình,Cao,TONMAU,MONG,CAO,PGRA01,1200,TONMAU_MONG_CAO_PGRA01_1200,62643240,13,14,1025031535,73216538.21,2.333333333,42799130622,CUST_0080,Retail,Đồng Nai,Đại lý VLXD Thịnh Vượng - Đồng Nai,Economy,Low,Low,Low,0,0,0,0.0737991626,0.8487299164,0.1512700836,85
626,1,PPGL,AZ050,0.35,G550,PGRA01,3980,1526,0,2,2.604712042,XLC,1200,11/25/2025,96289732,Quận Tân Phú,TP. Hồ Chí Minh,2025,11,25,Tuesday,FALSE,4,2025Q4,Mùa khô,24193.4,80241.44333,Trung bình,Cao,TONMAU,MONG,CAO,PGRA01,1200,TONMAU_MONG_CAO_PGRA01_1200,96289732,13,14,1025031535,73216538.21,2.333333333,42799130622,CUST_0118,Retail,Bình Dương,Đại lý VLXD Phúc Lộc - Bình Dương,Economy,Low,Low,Low,0,0,0,0.1134376445,0.8487299164,0.1512700836,85
642,1,PPGL,AZ050,0.35,G550,PGRA01,4370,1646,0,2,2.651699029,XLC,1200,12/2/2025,101403665,Quận Bình Tân,TP. Hồ Chí Minh,2025,12,2,Tuesday,FALSE,1,2025Q4,Mùa khô,23204.5,84503.05417,Trung bình,Cao,TONMAU,MONG,CAO,PGRA01,1200,TONMAU_MONG_CAO_PGRA01_1200,200374020,7,14,1025031535,73216538.21,2.333333333,42799130622,CUST_0085,Retail,Bình Dương,Đại lý VLXD Minh Phát - Bình Dương,Economy,Medium,Low,Medium,0,0,0,0.1194623005,0.8487299164,0.1512700836,85
643,1,PPGL,AZ050,0.35,G550,PGRA01,4390,1646,0,2,2.663834951,XLC,1200,12/3/2025,98970355,TP. Quy Nhơn,Bình Định,2025,12,3,Wednesday,FALSE,1,2025Q4,Mùa khô,22544.5,82475.29583,Trung bình,Cao,TONMAU,MONG,CAO,PGRA01,1200,TONMAU_MONG_CAO_PGRA01_1200,200374020,1,14,1025031535,73216538.21,2.333333333,6068560773,CUST_0075,Wholesale,Phú Yên,Công ty TNHH VLXD Nam Việt - Phú Yên,Premium,Medium,High,High,0,1,0,0.1165956506,0.5533159006,0.4466840994,60
860,1,PPGL,AZ050,0.35,G550,PGRA01,4210,1610,0,2,2.611662531,XLC,1200,1/10/2026,98098473,Huyện Cẩm Mỹ,Đồng Nai,2026,1,10,Saturday,TRUE,2,2026Q1,Mùa khô,23301.3,81748.7275,Trung bình,Cao,TONMAU,MONG,CAO,PGRA01,1200,TONMAU_MONG_CAO_PGRA01_1200,162998473,38,14,1025031535,73216538.21,2.333333333,8377944669,CUST_0101,Retail,Vĩnh Long,Đại lý VLXD Minh Phát - Vĩnh Long,Economy,Medium,Low,Low,0,0,0,0.115568498,0.8487299164,0.1512700836,85
901,2,PPGL,AZ050,0.35,G550,PGRA01,1540,562,0,2,2.730496454,XLC,1200,1/14/2026,33880000,TX. Bến Cát,Bình Dương,2026,1,14,Wednesday,FALSE,2,2026Q1,Mùa khô,22000,28233.33333,Trung bình,Cao,TONMAU,MONG,CAO,PGRA01,1200,TONMAU_MONG_CAO_PGRA01_1200,162998473,4,14,1025031535,73216538.21,2.333333333,10689658678,CUST_0036,Wholesale,Bà Rịa - Vũng Tàu,Công ty TNHH VLXD Hưng Thịnh - Bà Rịa - Vũng Tàu,Standard,Medium,Medium,Medium,0,0,0,0.03991357454,0.6312473085,0.3687526915,85
902,2,PPGL,AZ050,0.35,G550,PGRA01,650,238,0,2,2.708333333,XLC,1200,1/14/2026,14300000,TX. Bến Cát,Bình Dương,2026,1,14,Wednesday,FALSE,2,2026Q1,Mùa khô,22000,11916.66667,Trung bình,Cao,TONMAU,MONG,CAO,PGRA01,1200,TONMAU_MONG_CAO_PGRA01_1200,162998473,0,14,1025031535,73216538.21,2.333333333,10689658678,CUST_0099,Retail,Gia Lai,Đại lý VLXD Việt Thành - Gia Lai,Economy,Low,Low,Low,0,0,0,0.0168466386,0.8487299164,0.1512700836,85
903,2,PPGL,AZ050,0.35,G550,PGRA01,760,294,0,2,2.567567568,XLC,1200,1/14/2026,16720000,TX. Bến Cát,Bình Dương,2026,1,14,Wednesday,FALSE,2,2026Q1,Mùa khô,22000,13933.33333,Trung bình,Cao,TONMAU,MONG,CAO,PGRA01,1200,TONMAU_MONG_CAO_PGRA01_1200,162998473,0,14,1025031535,73216538.21,2.333333333,10689658678,CUST_0019,Retail,Bình Dương,Đại lý VLXD An Phát - Bình Dương,Economy,Low,Low,Medium,0,0,0,0.01969760821,0.8487299164,0.1512700836,85
922,1,PPGL,AZ050,0.35,G550,PGRA01,4500,1552,0,28,2.848101266,Màu xám lông chuột,1200,1/20/2026,106895250,Quận Bình Tân,TP. Hồ Chí Minh,2026,1,20,Tuesday,FALSE,3,2026Q1,Mùa khô,23754.5,89079.375,Trung bình,Cao,TONMAU,MONG,CAO,PGRA01,1200,TONMAU_MONG_CAO_PGRA01_1200,106895250,6,14,1025031535,73216538.21,2.333333333,42799130622,CUST_0020,Retail,Đồng Nai,Đại lý VLXD Tân Thành - Đồng Nai,Economy,Low,Low,Low,0,0,0,0.1259318633,0.8487299164,0.1512700836,85
136,1,PPGL,AZ030,0.35,G550,PGRA02,4130,1566,0,2,2.633928571,XLC,1200,8/29/2025,96393374,Quận Bình Tân,TP. Hồ Chí Minh,2025,8,29,Friday,FALSE,5,2025Q3,Mùa mưa,23339.8,80327.81167,Trung bình,Cao,TONMAU,MONG,CAO,PGRA02,1200,TONMAU_MONG_CAO_PGRA02_1200,96393374,,4,375866161,93966540.25,0.6666666667,42799130622,CUST_0057,Retail,Phú Yên,Đại lý VLXD Đại Phát - Phú Yên,Economy,Low,Low,Medium,0,0,0,0.1135597437,0.8487299164,0.1512700836,85
259,2,PPGL,AZ030,0.35,G550,PGRA02,4270,1602,0,2,2.662094763,XLC,1200,9/30/2025,95912740,TX. Bến Cát,Bình Dương,2025,9,30,Tuesday,FALSE,5,2025Q3,Mùa mưa,22462,79927.28333,Trung bình,Cao,TONMAU,MONG,CAO,PGRA02,1200,TONMAU_MONG_CAO_PGRA02_1200,95912740,32,4,375866161,93966540.25,0.6666666667,10689658678,CUST_0018,Retail,Bà Rịa - Vũng Tàu,Đại lý VLXD Tân Thành - Bà Rịa - Vũng Tàu,Standard,Low,Medium,Low,0,0,0,0.1129935153,0.6312473085,0.3687526915,85
811,1,PPGL,AZ030,0.35,G550,PGRA02,3680,1366,0,2,2.69005848,XLC,1200,12/31/2025,85874272,Quận Bình Tân,TP. Hồ Chí Minh,2025,12,31,Wednesday,FALSE,5,2025Q4,Mùa khô,23335.4,71561.89333,Trung bình,Cao,TONMAU,MONG,CAO,PGRA02,1200,TONMAU_MONG_CAO_PGRA02_1200,85874272,92,4,375866161,93966540.25,0.6666666667,42799130622,CUST_0047,Retail,Bình Dương,Đại lý VLXD An Phát - Bình Dương,Economy,Medium,Low,Medium,0,0,0,0.1011673305,0.8487299164,0.1512700836,85
897,1,PPGL,AZ030,0.35,G550,PGRA02,4350,1634,0,2,2.658924205,XLC,1200,1/13/2026,97685775,TX. Bến Cát,Bình Dương,2026,1,13,Tuesday,FALSE,2,2026Q1,Mùa khô,22456.5,81404.8125,Trung bình,Cao,TONMAU,MONG,CAO,PGRA02,1200,TONMAU_MONG_CAO_PGRA02_1200,97685775,13,4,375866161,93966540.25,0.6666666667,10689658678,CUST_0105,Partner,Bà Rịa - Vũng Tàu,Xưởng VLXD Việt Thành - Bà Rịa - Vũng Tàu,Standard,Medium,Medium,Medium,0,0,0,0.1150823041,0.6312473085,0.3687526915,85
59,1,PPGL,AZ050,0.35,G550,PGRE01,3790,1418,0,2,2.669014085,XN,1200,8/13/2025,93360586,Huyện Cẩm Mỹ,Đồng Nai,2025,8,13,Wednesday,FALSE,2,2025Q3,Mùa mưa,24633.4,77800.48833,Trung bình,Cao,TONMAU,MONG,CAO,PGRE01,1200,TONMAU_MONG_CAO_PGRE01_1200,93360586,,19,1545623277,81348593.53,3.166666667,8377944669,CUST_0049,Retail,Đồng Nai,Đại lý VLXD Bình Minh - Đồng Nai,Economy,Low,Low,Low,0,0,0,0.1099868568,0.8487299164,0.1512700836,85
214,1,PPGL,AZ050,0.35,G550,PGRE01,4190,1570,0,2,2.665394402,XN,1200,9/30/2025,101370346,Huyện Cẩm Mỹ,Đồng Nai,2025,9,30,Tuesday,FALSE,5,2025Q3,Mùa mưa,24193.4,84475.28833,Trung bình,Cao,TONMAU,MONG,CAO,PGRE01,1200,TONMAU_MONG_CAO_PGRE01_1200,101370346,48,19,1545623277,81348593.53,3.166666667,8377944669,CUST_0014,Retail,Bình Định,Đại lý VLXD Minh Phát - Bình Định,Economy,Low,Low,Medium,0,0,0,0.1194230478,0.8487299164,0.1512700836,85
312,1,PPGL,AZ050,0.3,G550,PGRE01,3710,1690,0,2,2.192671395,XN,1200,10/9/2025,88945395,Quận Tân Phú,TP. Hồ Chí Minh,2025,10,9,Thursday,FALSE,2,2025Q4,Mùa mưa,23974.5,74121.1625,Mỏng,Cao,TONMAU,MONG,CAO,PGRE01,1200,TONMAU_MONG_CAO_PGRE01_1200,284862325,9,19,1545623277,81348593.53,3.166666667,42799130622,CUST_0015,Retail,Bình Thuận,Đại lý VLXD Hưng Thịnh - Bình Thuận,Economy,Medium,Low,Low,0,0,0,0.1047853794,0.8487299164,0.1512700836,85
313,1,PPGL,AZ050,0.35,G550,PGRE01,4080,1554,0,2,2.622107969,XN,1200,10/9/2025,93327960,Quận Tân Phú,TP. Hồ Chí Minh,2025,10,9,Thursday,FALSE,2,2025Q4,Mùa mưa,22874.5,77773.3,Trung bình,Cao,TONMAU,MONG,CAO,PGRE01,1200,TONMAU_MONG_CAO_PGRE01_1200,284862325,0,19,1545623277,81348593.53,3.166666667,42799130622,CUST_0031,Wholesale,Vĩnh Long,Công ty TNHH VLXD Phú Cường - Vĩnh Long,Premium,Medium,High,Medium,0,0,0,0.1099484205,0.5533159006,0.4466840994,90
306,1,PPGL,AZ050,0.35,G550,PGRE01,4300,1628,0,4,2.634803922,XN,1200,10/14/2025,102588970,Huyện Cẩm Mỹ,Đồng Nai,2025,10,14,Tuesday,FALSE,2,2025Q4,Mùa mưa,23857.9,85490.80833,Trung bình,Cao,TONMAU,MONG,CAO,PGRE01,1200,TONMAU_MONG_CAO_PGRE01_1200,284862325,5,19,1545623277,81348593.53,3.166666667,8377944669,CUST_0001,Retail,Gia Lai,Đại lý VLXD Phú Cường - Gia Lai,Economy,Low,Low,Low,0,0,0,0.1208586925,0.8487299164,0.1512700836,85
352,1,PPGL,AZ050,0.3,G550,PGRE01,4100,1890,0,2,2.167019027,XN,1200,10/17/2025,102354450,TP. Quy Nhơn,Bình Định,2025,10,17,Friday,FALSE,3,2025Q4,Mùa mưa,24964.5,85295.375,Mỏng,Cao,TONMAU,MONG,CAO,PGRE01,1200,TONMAU_MONG_CAO_PGRE01_1200,102354450,3,19,1545623277,81348593.53,3.166666667,6068560773,CUST_0117,Wholesale,Bình Thuận,Công ty TNHH VLXD Minh Phát - Bình Thuận,Premium,Medium,High,High,0,0,0,0.1205824076,0.5533159006,0.4466840994,75
519,1,PPGL,AZ050,0.35,G550,PGRE01,4130,1574,0,2,2.620558376,XN,1200,10/31/2025,99918742,,Tỉnh Khánh Hòa,2025,10,31,Friday,FALSE,5,2025Q4,Mùa mưa,24193.4,83265.61833,Trung bình,Cao,TONMAU,MONG,CAO,PGRE01,1200,TONMAU_MONG_CAO_PGRE01_1200,199837484,14,19,1545623277,81348593.53,3.166666667,4119564554,CUST_0054,Partner,Tỉnh Khánh Hòa,Xưởng VLXD An Phát - Tỉnh Khánh Hòa,Premium,High,High,Medium,0,0,0,0.1177129326,0.5533159006,0.4466840994,90
520,1,PPGL,AZ050,0.35,G550,PGRE01,4130,1578,0,2,2.613924051,XN,1200,10/31/2025,99918742,,Tỉnh Khánh Hòa,2025,10,31,Friday,FALSE,5,2025Q4,Mùa mưa,24193.4,83265.61833,Trung bình,Cao,TONMAU,MONG,CAO,PGRE01,1200,TONMAU_MONG_CAO_PGRE01_1200,199837484,0,19,1545623277,81348593.53,3.166666667,4119564554,CUST_0118,Retail,Bình Dương,Đại lý VLXD Phúc Lộc - Bình Dương,Economy,Low,Low,Low,1,0,0,0.1177129326,0.8487299164,0.1512700836,75
587,1,PPGL,AZ050,0.35,G550,PGRE01,4320,1646,0,2,2.621359223,XN,1200,11/12/2025,98604000,Huyện Cẩm Mỹ,Đồng Nai,2025,11,12,Wednesday,FALSE,2,2025Q4,Mùa khô,22825,82170,Trung bình,Cao,TONMAU,MONG,CAO,PGRE01,1200,TONMAU_MONG_CAO_PGRE01_1200,98604000,12,19,1545623277,81348593.53,3.166666667,8377944669,CUST_0003,Wholesale,Long An,Công ty TNHH VLXD Thịnh Vượng - Long An,Standard,Medium,Medium,Low,0,0,0,0.1161640526,0.6312473085,0.3687526915,85
636,2,PPGL,AZ050,0.3,G550,PGRE01,1220,534,0,2,2.276119403,XN,1200,12/1/2025,27991436,TX. Phú Mỹ,Bà Rịa - Vũng Tàu,2025,12,1,Monday,FALSE,1,2025Q4,Mùa khô,22943.8,23326.19667,Mỏng,Cao,TONMAU,MONG,CAO,PGRE01,1200,TONMAU_MONG_CAO_PGRE01_1200,175580042,19,19,1545623277,81348593.53,3.166666667,4092565301,CUST_0016,Retail,Phú Yên,Đại lý VLXD Hoàng Gia - Phú Yên,Economy,Medium,Low,Medium,0,0,0,0.0329763361,0.8487299164,0.1512700836,85
