STT;Phân loại;Loại Hàng;Độ M;Độ D;Độ MT;Mã màu;Khối lượng;Met A;Met B;Met C;Tỷ trọng thực tế;Tên màu;Khổ (mm);Ngày bán;Thành Tiền;Khu Vực (Quận/Huyện);Tỉnh / Thành Phố;Năm;Tháng;Ngày;Thứ;Cuối_tuần;Tuần_trong_tháng;Quý;Mùa;Giá_trên_kg;Doanh_thu_trên_mm;Mức_độ_dày;Mức_độ_cứng;SKU_Dòng;SKU_Độ_dày;SKU_Màu;Mã_sản_phẩm;Doanh_thu_theo_tuan_trong_thang;Khoảng_cách_đơn_trước;Số_lần_bán_sản_phẩm;Tổng_doanh_thu_sản_phẩm;Doanh_thu_tb_mỗi_lần;Tần_suất_bán;Doanh_thu_tỉnh;Mã_khách_hàng;Loại_khách_hàng;Tên_khách_hàng;Phân_khúc_sản_phẩm;Mức_rủi_ro_giao_dịch;Độ_phức_tạp_bảo_hành;Mức_độ_khiếu_nại;Khoảng_cách_vận_chuyển_km;Cờ_giao_hàng_trễ;Cờ_khiếu_nại_lặp_lại;Cờ_giao_dịch_bất_thường;Tỷ_trọng_doanh_thu_%;Tỷ_lệ_chi_phí;Ước_tính_biên_lợi_nhuận;Điểm_hài_lòng_khách_hàng
777;1;PPGL;AZ050;0.35;G550;WGRA01;3550;1266;0;2;2.799684543;XLC-G;1200;2025-12-31;88381865;Huyện Long Hồ;Vĩnh Long;2025;12;31;Thứ 4;False;5;2025Q4;Mùa khô;24896;73652;Trung bình;Cao;Tôn Màu;Mỏng;WGRA01;Tôn Màu_Mỏng_G550_WGRA01;88381865.0;53;26;2237101097.0;86042350;1;7589710139;CUST_0055;Bán lẻ;Đại lý VLXD Minh - Vĩnh Long;Phổ thông;Thấp;Thấp;Thấp;469;1;0;0;0.104121492;0.77284461;0.22715539;75
821;1;PPGL;AZ050;0.35;G550;WGRA01;3550;1270;0;2;2.790880503;XLC-G;1200;2026-01-06;88916850;Quận Bình Tân;TP. Hồ Chí Minh;2026;1;6;Thứ 3;False;1;2026Q1;Mùa khô;25047;74097;Trung bình;Cao;Tôn Màu;Mỏng;WGRA01;Tôn Màu_Mỏng_G550_WGRA01;185697952.0;6;26;2237101097.0;86042350;11;42799130622;CUST_0006;Bán lẻ;Đại lý VLXD Đạt - Bình Dương;Tiêu chuẩn;Cao;Trung bình;Trung bình;267;0;1;0;0.104751751;0.705626333;0.294373667;75
837;1;PPGL;AZ050;0.35;G550;WGRA01;3910;1378;0;2;2.833333333;XLC-G;1200;2026-01-06;96781102;Quận Bình Tân;TP. Hồ Chí Minh;2026;1;6;Thứ 3;False;1;2026Q1;Mùa khô;24752;80651;Trung bình;Cao;Tôn Màu;Mỏng;WGRA01;Tôn Màu_Mỏng_G550_WGRA01;185697952.0;0;26;2237101097.0;86042350;11;42799130622;CUST_0092;Bán sỉ;Công ty VLXD Minh - Long An;Tiêu chuẩn;Thấp;Trung bình;Thấp;349;0;0;0;0.114016521;0.604468576;0.395531424;90
899;1;PPGL;AZ050;0.35;G550;WGRA01;3570;1270;0;2;2.806603774;XLC-G;1200;2026-01-13;88271106;Quận Bình Tân;TP. Hồ Chí Minh;2026;1;13;Thứ 3;False;2;2026Q1;Mùa khô;24726;73559;Trung bình;Cao;Tôn Màu;Mỏng;WGRA01;Tôn Màu_Mỏng_G550_WGRA01;88271106.0;7;26;2237101097.0;86042350;11;42799130622;CUST_0081;Đối tác;Xưởng VLXD Khánh - Vĩnh Long;Tiêu chuẩn;Thấp;Trung bình;Thấp;389;1;0;0;0.103991009;0.601466907;0.398533093;80
912;1;PPGL;AZ050;0.35;G550;WGRA01;3820;1354;0;2;3.068181818;Màu xám lông chuột Granite;1200;2026-01-16;96175376;TP. Tân Uyên;Bình Dương;2026;1;16;Thứ 6;False;3;2026Q1;Mùa khô;25177;80146;Trung bình;Cao;Tôn Màu;Mỏng;WGRA01;Tôn Màu_Mỏng_G550_WGRA01;249562951.0;3;26;2237101097.0;86042350;11;10689658678;CUST_0069;Bán lẻ;Đại lý VLXD Khánh - Bình Dương;Tiêu chuẩn;Trung bình;Trung bình;Trung bình;110;0;0;0;0.113302923;0.611268437;0.388731563;90
916;1;PPGL;AZ050;0.35;G550;WGRA01;4000;1414;0;2;3.056426332;Màu xám lông chuột Granite;1200;2026-01-16;95238000;Quận Bình Tân;TP. Hồ Chí Minh;2026;1;16;Thứ 6;False;3;2026Q1;Mùa khô;23810;79365;Trung bình;Cao;Tôn Màu;Mỏng;WGRA01;Tôn Màu_Mỏng_G550_WGRA01;249562951.0;0;26;2237101097.0;86042350;11;42799130622;CUST_0095;Bán sỉ;Công ty VLXD Long - Tỉnh Khánh Hòa;Cao cấp;Trung bình;Cao;Cao;151;1;1;0;0.112198613;0.580349009;0.419650991;45
924;1;PPGL;AZ050;0.35;G550;WGRA01;2350;818;0;2;2.865853659;Màu xám lông chuột Granite;1200;2026-01-20;58149575;Quận Bình Tân;TP. Hồ Chí Minh;2026;1;20;Thứ 3;False;3;2026Q1;Mùa khô;24745;48458;Trung bình;Cao;Tôn Màu;Mỏng;WGRA01;Tôn Màu_Mỏng_G550_WGRA01;249562951.0;4;26;2237101097.0;86042350;11;42799130622;CUST_0005;Bán lẻ;Đại lý VLXD Phúc - Bình Dương;Phổ thông;Thấp;Thấp;Thấp;266;0;0;0;0.068505236;0.828168262;0.171831738;85
940;1;PPGL;AZ050;0.35;G550;WGRA01;4130;1458;0;2;2.828767123;Màu xám lông chuột Granite;1200;2026-01-23;104448113;Quận Tân Phú;TP. Hồ Chí Minh;2026;1;23;Thứ 6;False;4;2026Q1;Mùa khô;25290;87040;Trung bình;Cao;Tôn Màu;Mỏng;WGRA01;Tôn Màu_Mỏng_G550_WGRA01;192939318.0;3;26;2237101097.0;86042350;11;42799130622;CUST_0102;Bán sỉ;Công ty VLXD Khánh - Bình Dương;Cao cấp;Trung bình;Cao;Trung bình;565;1;1;0;0.123048924;0.50073267;0.49926733;60
954;1;PPGL;AZ050;0.35;G550;WGRA01;3550;1262;0;2;2.808544304;Màu xám lông chuột Granite;1200;2026-01-28;88491205;Quận Bình Tân;TP. Hồ Chí Minh;2026;1;28;Thứ 4;False;4;2026Q1;Mùa khô;24927;73743;Trung bình;Cao;Tôn Màu;Mỏng;WGRA01;Tôn Màu_Mỏng_G550_WGRA01;192939318.0;5;26;2237101097.0;86042350;11;42799130622;CUST_0003;Bán sỉ;Công ty VLXD Đạt - Long An;Tiêu chuẩn;Cao;Trung bình;Cao;270;0;1;1;0.104250304;0.740499196;0.259500804;60
1020;1;PPGL;AZ050;0.35;G550;WGRA01;3570;1266;0;2;2.815457413;Màu xám lông chuột Granite;1200;2026-01-31;87607443;Quận Bình Tân;TP. Hồ Chí Minh;2026;1;31;Thứ 7;True;5;2026Q1;Mùa khô;24540;73006;Trung bình;Cao;Tôn Màu;Mỏng;WGRA01;Tôn Màu_Mỏng_G550_WGRA01;269459443.0;3;26;2237101097.0;86042350;11;42799130622;CUST_0053;Đối tác;Xưởng VLXD Hải - Bình Định;Tiêu chuẩn;Trung bình;Trung bình;Thấp;501;1;0;0;0.103209156;0.615941777;0.384058223;80
1021;1;PPGL;AZ050;0.35;G550;WGRA01;3960;1398;0;2;2.828571429;Màu xám lông chuột Granite;1200;2026-01-31;96733692;Quận Bình Tân;TP. Hồ Chí Minh;2026;1;31;Thứ 7;True;5;2026Q1;Mùa khô;24428;80611;Trung bình;Cao;Tôn Màu;Mỏng;WGRA01;Tôn Màu_Mỏng_G550_WGRA01;269459443.0;0;26;2237101097.0;86042350;11;42799130622;CUST_0023;Bán lẻ;Đại lý VLXD Nam - Phú Yên;Phổ thông;Thấp;Thấp;Thấp;199;0;1;0;0.113960668;0.826297529;0.173702471;70
1022;1;PPGL;AZ050;0.35;G550;WGRA01;3490;1230;0;2;2.832792208;Màu xám lông chuột Granite;1200;2026-01-31;85118308;Quận Bình Tân;TP. Hồ Chí Minh;2026;1;31;Thứ 7;True;5;2026Q1;Mùa khô;24389;70932;Trung bình;Cao;Tôn Màu;Mỏng;WGRA01;Tôn Màu_Mỏng_G550_WGRA01;269459443.0;0;26;2237101097.0;86042350;11;42799130622;CUST_0101;Bán lẻ;Đại lý VLXD Đạt - Vĩnh Long;Phổ thông;Thấp;Thấp;Thấp;299;0;0;0;0.100276739;0.772428215;0.227571785;85
436;1A;PPGL;AZ050;0.35;G550;WGRE01;3545;1238;0;2;2.858870968;XR-G;1200;2025-10-24;80743047;Quận Bình Tân;TP. Hồ Chí Minh;2025;10;24;Thứ 6;False;4;2025Q4;Mùa mưa;22777;67286;Trung bình;Cao;Tôn Màu;Mỏng;WGRE01;Tôn Màu_Mỏng_G550_WGRE01;80743047.0;;1;80743047.0;80743047;1;42799130622;CUST_0053;Đối tác;Xưởng VLXD Hải - Bình Định;Cao cấp;Cao;Cao;Cao;132;0;1;0;0.095122303;0.598903608;0.401096392;55
249;1;PPGL;AZ030;0.3;G550;WHI19;4170;2070;0;6;2.00867052;TS;1200;2025-09-30;102368079;TX. Bến Cát;Bình Dương;2025;9;30;Thứ 3;False;5;2025Q3;Mùa mưa;24549;85307;Mỏng;Cao;Tôn Màu;Mỏng;WHI19;Tôn Màu_Mỏng_G550_WHI19;102368079.0;;1;102368079.0;102368079;1;10689658678;CUST_0037;Bán lẻ;Đại lý VLXD An - Bình Dương;Phổ thông;Thấp;Thấp;Trung bình;110;0;0;0;0.120598464;0.776602448;0.223397552;85
23;1;PPGL;AZ050;0.35;G550;WRED02;3090;1070;0;2;2.882462687;ND-G;1200;2025-08-07;76684839;TP. Thủ Đức;TP. Hồ Chí Minh;2025;8;7;Thứ 5;False;1;2025Q3;Mùa mưa;24817;63904;Trung bình;Cao;Tôn Màu;Mỏng;WRED02;Tôn Màu_Mỏng_G550_WRED02;76684839.0;;28;2363274177.0;84402649;3;42799130622;CUST_0074;Bán sỉ;Công ty VLXD Phát - Vĩnh Long;Cao cấp;Trung bình;Cao;Cao;491;0;0;0;0.090341382;0.571557234;0.428442766;70
48;1;PPGL;AZ050;0.35;G550;WRED02;3920;1378;0;2;2.84057971;ND-G;1200;2025-08-11;97455512;Quận Bình Tân;TP. Hồ Chí Minh;2025;8;11;Thứ 2;False;2;2025Q3;Mùa mưa;24861;81213;Trung bình;Cao;Tôn Màu;Mỏng;WRED02;Tôn Màu_Mỏng_G550_WRED02;97455512.0;4;28;2363274177.0;84402649;3;42799130622;CUST_0074;Bán sỉ;Công ty VLXD Phát - Vĩnh Long;Cao cấp;Trung bình;Cao;Cao;316;0;1;0;0.114811034;0.625234914;0.374765086;55
74;1;PPGL;AZ050;0.35;G550;WRED02;1990;682;0;2;2.909356725;ND-G;1200;2025-08-19;47037232;Quận Bình Tân;TP. Hồ Chí Minh;2025;8;19;Thứ 3;False;3;2025Q3;Mùa mưa;23637;39198;Trung bình;Cao;Tôn Màu;Mỏng;WRED02;Tôn Màu_Mỏng_G550_WRED02;47037232.0;8;28;2363274177.0;84402649;3;42799130622;CUST_0083;Bán lẻ;Đại lý VLXD Tú - Vĩnh Long;Phổ thông;Thấp;Thấp;Thấp;485;0;0;0;0.055413933;0.813382957;0.186617043;85
161;1;PPGL;AZ050;0.35;G550;WRED02;4260;1498;0;2;2.84;ND-G;1200;2025-09-11;106390944;Quận Bình Tân;TP. Hồ Chí Minh;2025;9;11;Thứ 5;False;2;2025Q3;Mùa mưa;24974;88659;Trung bình;Cao;Tôn Màu;Mỏng;WRED02;Tôn Màu_Mỏng_G550_WRED02;202441052.0;23;28;2363274177.0;84402649;4;42799130622;CUST_0017;Bán lẻ;Đại lý VLXD Hùng - Long An;Phổ thông;Thấp;Thấp;Thấp;501;1;1;0;0.125337747;0.772510335;0.227489665;60
167;1;PPGL;AZ050;0.35;G550;WRED02;3940;1382;0;2;2.846820809;ND-G;1200;2025-09-12;96050108;Quận Bình Tân;TP. Hồ Chí Minh;2025;9;12;Thứ 6;False;2;2025Q3;Mùa mưa;24378;80042;Trung bình;Cao;Tôn Màu;Mỏng;WRED02;Tôn Màu_Mỏng_G550_WRED02;202441052.0;1;28;2363274177.0;84402649;4;42799130622;CUST_0085;Bán lẻ;Đại lý VLXD Bình - Bình Dương;Phổ thông;Thấp;Thấp;Thấp;326;0;0;0;0.113155347;0.716745389;0.283254611;85
204;1;PPGL;AZ050;0.35;G550;WRED02;3730;1302;0;6;2.851681957;ND-G;1200;2025-09-25;87123102;Quận Bình Tân;TP. Hồ Chí Minh;2025;9;25;Thứ 5;False;4;2025Q3;Mùa mưa;23357;72603;Trung bình;Cao;Tôn Màu;Mỏng;WRED02;Tôn Màu_Mỏng_G550_WRED02;87123102.0;13;28;2363274177.0;84402649;4;42799130622;CUST_0078;Bán lẻ;Đại lý VLXD Đạt - Gia Lai;Tiêu chuẩn;Trung bình;Trung bình;Thấp;151;0;1;0;0.10263856;0.617310444;0.382689556;75
250;2;PPGL;AZ050;0.35;G550;WRED02;1160;398;0;2;2.9;ND-G;1200;2025-09-30;26910840;TX. Bến Cát;Bình Dương;2025;9;30;Thứ 3;False;5;2025Q3;Mùa mưa;23199;22426;Trung bình;Cao;Tôn Màu;Mỏng;WRED02;Tôn Màu_Mỏng_G550_WRED02;26910840.0;5;28;2363274177.0;84402649;4;10689658678;CUST_0073;Bán lẻ;Đại lý VLXD Phúc - Đồng Nai;Phổ thông;Trung bình;Thấp;Trung bình;110;0;0;0;0.0317033;0.820230919;0.179769081;85
280;1;PPGL;AZ050;0.35;G550;WRED02;4060;1422;0;2;2.851123596;ND-G;1200;2025-10-02;100132186;TP. Quy Nhơn;Bình Định;2025;10;2;Thứ 5;False;1;2025Q4;Mùa mưa;24663;83443;Trung bình;Cao;Tôn Màu;Mỏng;WRED02;Tôn Màu_Mỏng_G550_WRED02;100132186.0;2;28;2363274177.0;84402649;6;6068560773;CUST_0110;Bán lẻ;Đại lý VLXD An - Long An;Phổ thông;Thấp;Thấp;Thấp;85;0;0;0;0.117964388;0.779408593;0.220591407;85
297;1;PPGL;AZ050;0.35;G550;WRED02;3750;1314;0;2;2.849544073;ND-G;1200;2025-10-15;89920875;Huyện Chư Păh;Gia Lai;2025;10;15;Thứ 4;False;3;2025Q4;Mùa mưa;23979;74934;Trung bình;Cao;Tôn Màu;Mỏng;WRED02;Tôn Màu_Mỏng_G550_WRED02;168654365.0;13;28;2363274177.0;84402649;6;672109757;CUST_0001;Bán lẻ;Đại lý VLXD An - Gia Lai;Tiêu chuẩn;Trung bình;Trung bình;Thấp;285;0;0;0;0.105934579;0.672238371;0.327761629;90
363;1;PPGL;AZ050;0.35;G550;WRED02;3410;1174;0;2;2.899659864;ND-G;1200;2025-10-17;78733490;Quận Bình Tân;TP. Hồ Chí Minh;2025;10;17;Thứ 6;False;3;2025Q4;Mùa mưa;23089;65611;Trung bình;Cao;Tôn Màu;Mỏng;WRED02;Tôn Màu_Mỏng_G550_WRED02;168654365.0;2;28;2363274177.0;84402649;6;42799130622;CUST_0051;Đối tác;Xưởng VLXD An - Bà Rịa - Vũng Tàu;Cao cấp;Trung bình;Cao;Cao;466;0;1;0;0.092754871;0.602085026;0.397914974;55
399;1;PPGL;AZ050;0.35;G550;WRED02;3560;1248;0;4;2.843450479;ND-G;1200;2025-10-22;84562104;TX. Phú Mỹ;Bà Rịa - Vũng Tàu;2025;10;22;Thứ 4;False;4;2025Q4;Mùa mưa;23753;70468;Trung bình;Cao;Tôn Màu;Mỏng;WRED02;Tôn Màu_Mỏng_G550_WRED02;277411871.0;5;28;2363274177.0;84402649;6;4092565301;CUST_0045;Bán lẻ;Đại lý VLXD Phúc - Tỉnh Khánh Hòa;Tiêu chuẩn;Cao;Trung bình;Trung bình;10;0;0;0;0.099621483;0.728826238;0.271173762;90
400;1;PPGL;AZ050;0.35;G550;WRED02;3710;1290;8;2;2.853846154;ND-G;1200;2025-10-24;87778229;Huyện Long Hồ;Vĩnh Long;2025;10;24;Thứ 6;False;4;2025Q4;Mùa mưa;23660;73149;Trung bình;Cao;Tôn Màu;Mỏng;WRED02;Tôn Màu_Mỏng_G550_WRED02;277411871.0;2;28;2363274177.0;84402649;6;7589710139;CUST_0077;Bán sỉ;Công ty VLXD Hải - Đồng Nai;Cao cấp;Trung bình;Cao;Cao;256;1;1;0;0.103410357;0.594330972;0.405669028;45
420;1;PPGL;AZ050;0.35;G550;WRED02;4530;1546;0;2;2.926356589;ND-G;1200;2025-10-24;105071538;Quận Bình Tân;TP. Hồ Chí Minh;2025;10;24;Thứ 6;False;4;2025Q4;Mùa mưa;23195;87560;Trung bình;Cao;Tôn Màu;Mỏng;WRED02;Tôn Màu_Mỏng_G550_WRED02;277411871.0;0;28;2363274177.0;84402649;6;42799130622;CUST_0004;Bán lẻ;Đại lý VLXD Nam - Tỉnh Khánh Hòa;Phổ thông;Trung bình;Thấp;Thấp;428;1;0;0;0.123783373;0.814427185;0.185572815;75
538;1;PPGL;AZ050;0.35;G550;WRED02;3610;1286;0;2;2.802795031;ND-G;1200;2025-11-05;87020494;Quận Bình Tân;TP. Hồ Chí Minh;2025;11;5;Thứ 4;False;1;2025Q4;Mùa khô;24105;72517;Trung bình;Cao;Tôn Màu;Mỏng;WRED02;Tôn Màu_Mỏng_G550_WRED02;87020494.0;12;28;2363274177.0;84402649;2;42799130622;CUST_0062;Bán lẻ;Đại lý VLXD Phát - Bình Thuận;Phổ thông;Thấp;Thấp;Thấp;334;0;0;0;0.102517679;0.814790579;0.185209421;85
593;1;PPGL;AZ050;0.35;G550;WRED02;3480;1242;0;2;2.797427653;ND-G;1200;2025-11-12;84047568;Quận Bình Tân;TP. Hồ Chí Minh;2025;11;12;Thứ 4;False;2;2025Q4;Mùa khô;24152;70040;Trung bình;Cao;Tôn Màu;Mỏng;WRED02;Tôn Màu_Mỏng_G550_WRED02;84047568.0;7;28;2363274177.0;84402649;2;42799130622;CUST_0065;Bán lẻ;Đại lý VLXD Minh - TP. Hồ Chí Minh;Tiêu chuẩn;Thấp;Trung bình;Thấp;387;0;0;0;0.099015315;0.653439217;0.346560783;90
637;1;PPGL;AZ050;0.35;G550;WRED02;3570;1262;0;2;2.824367089;ND-G;1200;2025-12-01;85785315;Quận Bình Tân;TP. Hồ Chí Minh;2025;12;1;Thứ 2;False;1;2025Q4;Mùa khô;24030;71488;Trung bình;Cao;Tôn Màu;Mỏng;WRED02;Tôn Màu_Mỏng_G550_WRED02;85785315.0;19;28;2363274177.0;84402649;6;42799130622;CUST_0113;Đối tác;Xưởng VLXD Thịnh - Đồng Nai;Cao cấp;Cao;Cao;Cao;424;0;0;0;0.101062531;0.541112479;0.458887521;70
667;1;PPGL;AZ050;0.35;G550;WRED02;3410;1214;0;2;2.804276316;ND-G;1200;2025-12-09;81040355;Huyện Long Hồ;Vĩnh Long;2025;12;9;Thứ 3;False;2;2025Q4;Mùa khô;23766;67534;Trung bình;Cao;Tôn Màu;Mỏng;WRED02;Tôn Màu_Mỏng_G550_WRED02;81040355.0;8;28;2363274177.0;84402649;6;7589710139;CUST_0104;Bán lẻ;Đại lý VLXD Hùng - Bình Dương;Phổ thông;Trung bình;Thấp;Thấp;206;0;0;0;0.095472558;0.82017461;0.17982539;85
695;1;PPGL;AZ050;0.35;G550;WRED02;3390;1210;0;2;2.797029703;ND-G;1200;2025-12-17;84189633;Quận Bình Tân;TP. Hồ Chí Minh;2025;12;17;Thứ 4;False;3;2025Q4;Mùa khô;24835;70158;Trung bình;Cao;Tôn Màu;Mỏng;WRED02;Tôn Màu_Mỏng_G550_WRED02;160382013.0;8;28;2363274177.0;84402649;6;42799130622;CUST_0032;Bán lẻ;Đại lý VLXD Tâm - Tỉnh Khánh Hòa;Phổ thông;Thấp;Thấp;Thấp;366;0;0;0;0.09918268;0.756576819;0.243423181;85
701;1;PPGL;AZ050;0.35;G550;WRED02;3175;1134;0;2;2.794894366;ND-G;1200;2025-12-18;76192380;Quận Bình Tân;TP. Hồ Chí Minh;2025;12;18;Thứ 5;False;3;2025Q4;Mùa khô;23998;63494;Trung bình;Cao;Tôn Màu;Mỏng;WRED02;Tôn Màu_Mỏng_G550_WRED02;160382013.0;1;28;2363274177.0;84402649;6;42799130622;CUST_0034;Đối tác;Xưởng VLXD Minh - Đồng Nai;Tiêu chuẩn;Cao;Trung bình;Trung bình;566;0;0;0;0.089761223;0.735500401;0.264499599;90
748;1;PPGL;AZ050;0.35;G550;WRED02;3580;1266;0;2;2.823343849;ND-G;1200;2025-12-29;89546182;Huyện Long Hồ;Vĩnh Long;2025;12;29;Thứ 2;False;5;2025Q4;Mùa khô;25013;74622;Trung bình;Cao;Tôn Màu;Mỏng;WRED02;Tôn Màu_Mỏng_G550_WRED02;178487782.0;11;28;2363274177.0;84402649;6;7589710139;CUST_0092;Bán sỉ;Công ty VLXD Minh - Long An;Cao cấp;Cao;Cao;Cao;462;0;1;0;0.105493158;0.510453605;0.489546395;55
774;1;PPGL;AZ050;0.35;G550;WRED02;3600;1274;0;2;2.821316614;ND-G;1200;2025-12-31;88941600;Quận Bình Tân;TP. Hồ Chí Minh;2025;12;31;Thứ 4;False;5;2025Q4;Mùa khô;24706;74118;Trung bình;Cao;Tôn Màu;Mỏng;WRED02;Tôn Màu_Mỏng_G550_WRED02;178487782.0;2;28;2363274177.0;84402649;6;42799130622;CUST_0095;Bán sỉ;Công ty VLXD Long - Tỉnh Khánh Hòa;Cao cấp;Trung bình;Cao;Cao;485;0;1;0;0.104780909;0.508732627;0.491267373;55
830;1;PPGL;AZ050;0.35;G550;WRED02;3700;1294;0;2;2.854938272;ND-G;1200;2026-01-06;93581510;Quận Bình Tân;TP. Hồ Chí Minh;2026;1;6;Thứ 3;False;1;2026Q1;Mùa khô;25292;77985;Trung bình;Cao;Tôn Màu;Mỏng;WRED02;Tôn Màu_Mỏng_G550_WRED02;181946864.0;6;28;2363274177.0;84402649;7;42799130622;CUST_0072;Bán lẻ;Đại lý VLXD Hải - Bình Định;Phổ thông;Thấp;Thấp;Trung bình;467;0;0;0;0.110247124;0.839050624;0.160949376;85
835;1;PPGL;AZ050;0.35;G550;WRED02;3570;1258;0;2;2.833333333;ND-G;1200;2026-01-06;88365354;Quận Bình Tân;TP. Hồ Chí Minh;2026;1;6;Thứ 3;False;1;2026Q1;Mùa khô;24752;73638;Trung bình;Cao;Tôn Màu;Mỏng;WRED02;Tôn Màu_Mỏng_G550_WRED02;181946864.0;0;28;2363274177.0;84402649;7;42799130622;CUST_0039;Bán sỉ;Công ty VLXD Phúc - Bình Dương;Tiêu chuẩn;Trung bình;Trung bình;Thấp;355;0;0;0;0.104102041;0.697268237;0.302731763;90
938;1;PPGL;AZ050;0.35;G550;WRED02;3300;1174;0;2;2.806122449;Màu nâu đất Granite;1200;2026-01-23;84125250;Quận Tân Phú;TP. Hồ Chí Minh;2026;1;23;Thứ 6;False;4;2026Q1;Mùa khô;25492;70104;Trung bình;Cao;Tôn Màu;Mỏng;WRED02;Tôn Màu_Mỏng_G550_WRED02;84125250.0;17;28;2363274177.0;84402649;7;42799130622;CUST_0026;Bán sỉ;Công ty VLXD Minh - Long An;Tiêu chuẩn;Trung bình;Trung bình;Thấp;579;0;0;0;0.099106831;0.656939903;0.343060097;90
1006;1;PPGL;AZ050;0.35;G550;WRED02;3595;1270;0;2;2.826257862;Màu nâu đất Granite;1200;2026-01-31;91451767;Quận Bình Tân;TP. Hồ Chí Minh;2026;1;31;Thứ 7;True;5;2026Q1;Mùa khô;25439;76210;Trung bình;Cao;Tôn Màu;Mỏng;WRED02;Tôn Màu_Mỏng_G550_WRED02;336587537.0;8;28;2363274177.0;84402649;7;42799130622;CUST_0034;Đối tác;Xưởng VLXD Minh - Đồng Nai;Cao cấp;Cao;Cao;Trung bình;416;0;0;0;0.107738103;0.613259062;0.386740938;85
1015;1;PPGL;AZ050;0.35;G550;WRED02;3410;1182;0;2;2.880067568;Màu nâu đất Granite;1200;2026-01-31;81805559;Quận Bình Tân;TP. Hồ Chí Minh;2026;1;31;Thứ 7;True;5;2026Q1;Mùa khô;23990;68171;Trung bình;Cao;Tôn Màu;Mỏng;WRED02;Tôn Màu_Mỏng_G550_WRED02;336587537.0;0;28;2363274177.0;84402649;7;42799130622;CUST_0054;Đối tác;Xưởng VLXD Khánh - Tỉnh Khánh Hòa;Cao cấp;Cao;Cao;Cao;560;0;1;0;0.096374034;0.600849021;0.399150979;55
1016;1;PPGL;AZ050;0.35;G550;WRED02;3440;1190;0;2;2.88590604;Màu nâu đất Granite;1200;2026-01-31;82354976;Quận Bình Tân;TP. Hồ Chí Minh;2026;1;31;Thứ 7;True;5;2026Q1;Mùa khô;23940;68629;Trung bình;Cao;Tôn Màu;Mỏng;WRED02;Tôn Màu_Mỏng_G550_WRED02;336587537.0;0;28;2363274177.0;84402649;7;42799130622;CUST_0118;Bán lẻ;Đại lý VLXD An - Bình Dương;Tiêu chuẩn;Thấp;Trung bình;Thấp;352;0;0;0;0.097021295;0.679680157;0.320319843;90
1017;1;PPGL;AZ050;0.35;G550;WRED02;3390;1170;0;2;2.892491468;Màu nâu đất Granite;1200;2026-01-31;80975235;Quận Bình Tân;TP. Hồ Chí Minh;2026;1;31;Thứ 7;True;5;2026Q1;Mùa khô;23886;67479;Trung bình;Cao;Tôn Màu;Mỏng;WRED02;Tôn Màu_Mỏng_G550_WRED02;336587537.0;0;28;2363274177.0;84402649;7;42799130622;CUST_0003;Bán sỉ;Công ty VLXD Đạt - Long An;Tiêu chuẩn;Thấp;Trung bình;Thấp;137;0;0;0;0.095395841;0.614831001;0.385168999;90
9;1A;PPGL;AZ050;0.35;G550;WRED03;3985;1390;0;2;2.862787356;DD-G;1200;2025-08-07;94394289;TP. Thủ Đức;TP. Hồ Chí Minh;2025;8;7;Thứ 5;False;1;2025Q3;Mùa mưa;23687;78662;Trung bình;Cao;Tôn Màu;Mỏng;WRED03;Tôn Màu_Mỏng_G550_WRED03;94394289.0;;1;94394289.0;94394289;1;42799130622;CUST_0050;Bán lẻ;Đại lý VLXD An - TP. Hồ Chí Minh;Phổ thông;Trung bình;Thấp;Thấp;407;1;1;0;0.111204648;0.821826938;0.178173062;60
364;1;PPGL;AZ050;0.4;G350;PWHI11;715;210;0;2;3.372641509;TS;1200;2025-10-17;15914041;Quận Bình Tân;TP. Hồ Chí Minh;2025;10;17;Thứ 6;False;3;2025Q4;Mùa mưa;22257;13262;Trung bình;Tiêu chuẩn;Tôn Màu;Trung bình;PWHI11;Tôn Màu_Trung bình_G350_PWHI11;15914041.0;;1;15914041.0;15914041;1;42799130622;CUST_0012;Đối tác;Xưởng VLXD Phát - Đồng Nai;Tiêu chuẩn;Thấp;Trung bình;Thấp;188;0;0;0;0.018748119;0.729903479;0.270096521;90
205;1;PPGL;AZ030;0.45;G550;PBLU02;3110;834;0;2;3.720095694;XDT;1200;2025-09-26;69241040;Huyện Long Hồ;Vĩnh Long;2025;9;26;Thứ 6;False;4;2025Q3;Mùa mưa;22264;57701;Trung bình;Cao;Tôn Màu;Trung bình;PBLU02;Tôn Màu_Trung bình_G550_PBLU02;140044058.0;;6;362281623.0;60380270;2;7589710139;CUST_0065;Bán lẻ;Đại lý VLXD Minh - TP. Hồ Chí Minh;Phổ thông;Trung bình;Thấp;Thấp;358;1;1;0;0.081571942;0.725825303;0.274174697;60
